url,course_name,rating,survey_count,Institution,Subject,Level,Associated_skills,price,duration
https://www.edx.org/learn/data-science/ibm-data-science-tools,IBM: Data Science Tools,4.4,50,IBM,Data Analysis & Statistics,Introductory,"Data Science, Jupyter, Jupyter Notebook, Markdown, Python (Programming Language), RStudio, Watson Studio",99,7 weeks
https://www.edx.org/learn/r-programming/universidades-anahuac-introduccion-a-r,AnahuacX: Introducción a R,4.5,13,AnahuacX,Data Analysis & Statistics,Introductory,"Accounts Receivable, Artificial Intelligence, Data Analysis, Data Manipulation, Data Science, R (Programming Language)",39,4 weeks
https://www.edx.org/learn/r-programming/universitat-politecnica-de-valencia-introduccion-a-r-para-ciencia-de-datos,UPValenciaX: Introducción a R para ciencia de datos,,,UPValenciaX,Data Analysis & Statistics,Intermediate,"Accounts Receivable, Data Science, Machine Learning, Object Oriented Programming Language, R (Programming Language), Scientific Studies",45,4 weeks
https://www.edx.org/certificates/professional-certificate/ibm-data-science,Get job-ready for your first role in data science,,,IBM,,,,$873.00,1 year
https://www.edx.org/learn/r-programming/tecnologico-de-monterrey-algoritmos-y-programacion-en-r,TecdeMonterreyX: Algoritmos y Programación en R,,,TecdeMonterreyX,Economics & Finance,Advanced,"Algorithms, Data Management, Data Structures, Management, Programming Concepts, R (Programming Language), RStudio",59,4 weeks
https://www.edx.org/learn/computer-programming/amazon-web-services-serverless-architectures-on-aws,AWS: Serverless Architectures on AWS,,,AWS,Computer Science,Introductory,"AWS Amplify, AWS CloudFormation, AWS Serverless, Amazon Cognito, Amazon Simple Notification Service (SNS), Amazon Simple Queue Services, Amazon Web Services, Application Programming Interface (API), Authentications, Automation, Cloud Computing, Coordinating, Core Product, Demonstration Skills, Event-Driven Programming, Front End (Software Engineering), Infrastructure as Code (IaC), Lecturing, Managed Services, Scalability, Serverless Computing, Software Engineering, Workflow Management",119,2 weeks
https://www.edx.org/learn/fintech/the-linux-foundation-fdc3-interoperability-for-the-financial-desktop,LinuxFoundationX: FDC3: Interoperability for the Financial Desktop,,,LinuxFoundationX,Economics & Finance,Introductory,"Financial Services, Financial Technology (FinTech), Front End Design, Integration, Interoperability, Planning, Procurement, Program Management, Software Development, TAFIM, Workflow Management, Workflows",149,7 weeks
https://www.edx.org/learn/scala/ecole-polytechnique-federale-de-lausanne-programming-reactive-systems,EPFLx: Programming Reactive Systems,,,EPFLx,Computer Science,Intermediate,"Abstractions, Akka (Toolkit), Resilience, Scala (Programming Language), Scalability",199,9 weeks
https://www.edx.org/learn/test-prep/educational-testing-service-understanding-the-toefl-essentials-test,ETSx: Understanding the TOEFL Essentials Test,4.4,23,ETSx,Communication,Introductory,"English Language, Research, Test Of English As A Foreign Language (TOEFL), Writing",49,6 weeks
https://www.edx.org/learn/aeronautical-engineering/delft-university-of-technology-forensic-engineering-learning-from-failures,DelftX: Forensic Engineering: Learning from Failures,4.5,10,DelftX,Engineering,Introductory,"Aerospace Engineering, Architectural Engineering, Biomechanical Engineering, Forecasting, Forensic Engineering, Forensic Sciences, Investigation",139,6 weeks
https://www.edx.org/learn/communication/pragmatic-ai-labs-building-ai-with-bedrock-agent,AI: Building AI with Bedrock Agent,,,AI,Communication,Introductory,,449,4 weeks
https://www.edx.org/learn/literature/harvard-university-the-book-scrolls-in-the-age-of-the-book,HarvardX: The Book: Scrolls in the Age of the Book,,,HarvardX,Humanities,Introductory,"Collections, Writing",,6 weeks
https://www.edx.org/learn/politics/universita-degli-studi-di-napoli-federico-ii-contemporary-issues-in-world-politics,FedericaX: Contemporary Issues in World Politics,4.3,16,FedericaX,Social Sciences,Introductory,"International Relations, Joint Ventures, Political Sciences",,7 weeks
https://www.edx.org/learn/art/israelx-design-theory,IsraelX: Design Theory,,,IsraelX,Art & Culture,Intermediate,"Curiosity, Design Theory, Economics",49,6 weeks
https://www.edx.org/learn/music-arts/stanford-university-defining-the-string-quartet-ii-beethoven,StanfordOnline: Defining the String Quartet II: Beethoven,,,StanfordOnline,Music,Introductory,,50,7 weeks
https://www.edx.org/learn/medicine/stanford-university-introduction-to-systematic-reviews,StanfordOnline: Introduction to Systematic Reviews,,,StanfordOnline,Medicine,Introductory,,,6 weeks
https://www.edx.org/learn/public-policy/inter-american-development-bank-data-for-effective-policy-making,IDBx: Data for Effective Policy Making,4.7,38,IDBx,Data Analysis & Statistics,Introductory,"Data Analysis, Data Collection, Management, Planning, Public Policies, Research, Statistical Reporting",25,10 weeks
https://www.edx.org/learn/infrastructure/inter-american-development-bank-road-safety-in-the-caribbean-region-safe-infrastructure,IDBx: Road safety in the Caribbean region: safe infrastructure,4.8,6,IDBx,Engineering,Introductory,"Highway Engineering, Infrastructure, Investments, Road Safety Audits, Roadway Design, Urbanization",10,1 weeks
https://www.edx.org/learn/ios-app/curtin-university-build-your-very-first-ios-app,CurtinX: Build your very first iOS app,,,CurtinX,Computer Science,Introductory,"Apple IOS, IOS Applications, Swift (Programming Language)",189,8 weeks
https://www.edx.org/learn/augmented-reality/curtin-university-work-with-augmented-reality-ar-and-the-web,CurtinX: Work with augmented reality (AR) and the web,,,CurtinX,Computer Science,Introductory,"Apple IOS, Apple Xcode, Augmented Reality",189,8 weeks
https://www.edx.org/learn/ios-app/curtin-university-project-create-an-ios-app-from-start-to-finish,CurtinX: Project: Create an iOS app from start to finish,,,CurtinX,Computer Science,Introductory,"IOS Applications, Prototyping",249,6 weeks
https://www.edx.org/learn/c-programming/peking-university-c-programming-c-cheng-xu-she-ji,PekingX: C++ Programming | C++程序设计,,,PekingX,Computer Science,Advanced,"C (Programming Language), C++ (Programming Language), Device Drivers, Generic Programming, Java (Programming Language), Object-Oriented Programming (OOP), Operations, Operator Overloading, Polymorphism, Standard Template Library (STL), Syntax",,4 weeks
https://www.edx.org/certificates/professional-certificate/ai-rust-programming,"Unlock Rust's Power: Build Robust, Blazing-fast Software.",,,Pragmatic AI Labs,,,,"$2,021.40",5 months
https://www.edx.org/learn/language/universite-de-montreal-francais-elementaire-1,UMontrealX: Français élémentaire 1,4.2,19,UMontrealX,Language,Introductory,"French Language, Grammar, Phonetics, Vocabulary",119,5 weeks
https://www.edx.org/learn/computer-programming/raspberry-pi-foundation-teach-teens-computing-programming-in-python,RaspberryPiFoundation: Teach teens computing: Programming in Python,4.6,22,RaspberryPiFoundation,Education & Teacher Training,Introductory,"Pedagogy, Programming Concepts, Python (Programming Language)",59,4 weeks
https://www.edx.org/learn/computer-science/project-university-c-fundamentals-a-complete-approach,ProjectUniversity: C++ Fundamentals - A Complete Approach,,,ProjectUniversity,Computer Science,Introductory,,46,8 weeks
https://www.edx.org/learn/computer-science/sda-bocconi-school-of-management-fundamentals-of-python,SDA_Bocconi: Fundamentals of Python,,,SDA_Bocconi,Computer Science,Introductory,"Algorithms, Conditional Statements, Data Structures, Jupyter Notebook, Mac OS, Operations, Pandas (Python Package), Python (Programming Language)",199,5 weeks
https://www.edx.org/learn/python/ibm-python-for-ai-development-project,IBM: Python for AI & Development Project,4.5,28,IBM,Data Analysis & Statistics,Intermediate,"Artificial Intelligence, Packaging And Labeling, Python (Programming Language), Unit Testing",29,1 weeks
https://www.edx.org/learn/strategic-thinking/the-hong-kong-polytechnic-university-success-practical-thinking-skills,HKPolyUx: Success: Practical Thinking Skills,,,HKPolyUx,Philosophy & Ethics,Introductory,"Animations, Creative Problem-Solving, Creative Strategies, Creative Thinking, Creativity, Decision Making, Innovation, Problem Solving, Resilience, Teaching",79,4 weeks
https://www.edx.org/learn/computer-programming/ibm-introducing-z-os-unix-system-services,IBM: Introducing z/OS UNIX System Services,,,IBM,Computer Science,Introductory,"Open Standards, Unix, Unix System Services, z/OS",100,8 weeks
https://www.edx.org/learn/computer-programming/ibm-introduction-to-system-programming-on-ibm-z,IBM: Introduction to System Programming on IBM Z,,,IBM,Computer Science,Intermediate,"IBM DB2, Job Control Language (JCL), Job Entry Subsystem 2/3, System Programming, Unix System Services, Virtual Storage Access Methods, z/OS",149,3 weeks
https://www.edx.org/learn/web-accessibility/the-world-wide-web-consortium-w3c-introduction-to-web-accessibility,W3Cx: Introduction to Web Accessibility,4.3,87,W3Cx,Computer Science,Introductory,"Assistive Technology, Cooperation, Information Technology, International Standards, Rich Internet Application, User Experience, Web Accessibility, Web Accessibility Initiative, Web Content Accessibility Guidelines",99,4 weeks
https://www.edx.org/learn/healthcare/stanford-university-interprofessional-education-for-21st-century-care,StanfordOnline: Interprofessional Education for 21st Century Care,,,StanfordOnline,Medicine,Introductory,"Acute Care, Focus Group",69,10 weeks
https://www.edx.org/learn/education-teacher-training/aptly-accessibility-and-universal-design,Aptly: Accessibility and Universal Design,,,Aptly,Education & Teacher Training,Introductory,,,4 weeks
https://www.edx.org/learn/amazon-web-services-aws/amazon-web-services-how-to-buy-cloud-strategies-for-cloud-procurement,AWS: How to Buy Cloud - Strategies for Cloud Procurement,,,AWS,Business & Management,Introductory,"Amazon Web Services, Cloud Strategy, Procurement",49,3 weeks
https://www.edx.org/learn/health-wellness/sdg-academy-one-health-in-practice-solutions-for-healthy-people-in-biosphere-reserves,SDGAcademyX: One Health in Practice: Solutions for healthy people in Biosphere reserves,3.5,7,SDGAcademyX,Biology & Life Sciences,Intermediate,"Ebola, Ecosystem Science, Encephalitis, Environmental Resource Management, Governance, Innovation, Livestock Production, Management, Resilience, Urbanization, Wildlife Habitats",,10 weeks
https://www.edx.org/learn/amazon-web-services-aws/amazon-web-services-cloud-operations-on-aws,AWS: Cloud Operations on AWS,,,AWS,Computer Science,Introductory,"Amazon Web Services, Cloud Operations, Governance, Infrastructure, Innovation, Operations",49,3 weeks
https://www.edx.org/learn/big-data/university-of-adelaide-big-data-fundamentals,AdelaideX: Big Data Fundamentals,,,AdelaideX,Computer Science,Intermediate,"Algorithms, Apache Hadoop, Big Data, Data Mining, MapReduce, Online Advertising, Organizational Change, PageRank, Scalability, Stream Processing",199,10 weeks
https://www.edx.org/learn/cybersecurity/curtin-university-software-defined-networking-sdn-access-security,CurtinX: Software Defined Networking (SDN) Access Security,,,CurtinX,Computer Science,Intermediate,"Cyber Security, Software Defined Networking (SDN), Teaching",199,6 weeks
https://www.edx.org/learn/app-development/arm-education-build-your-first-internet-of-things-iot-application-on-arm,ArmEducationX: Build Your First Internet of Things (IoT) Application on Arm,4.3,231,ArmEducationX,Computer Science,Intermediate,"Android (Operating System), Android Applications, Bill Of Materials, Bluetooth Low Energy (Bluetooth), Cloud Services, Computing Platforms, Device Management, Embedded Systems, Internet Of Things (IoT), Peripheral Devices, Smartphone Operation, Zigbee",99,7 weeks
https://www.edx.org/learn/sql/the-university-of-wisconsin-madison-sql-fundamentals,WisconsinX: SQL Fundamentals,,,WisconsinX,Data Analysis & Statistics,Introductory,"Hierarchical And Recursive Queries In SQL, Query Optimization, SQL (Programming Language), Window Function",1075,8 weeks
https://www.edx.org/learn/probability/harvard-university-data-science-probability,HarvardX: Data Science: Probability,4.3,58,HarvardX,Data Analysis & Statistics,Introductory,"Data Analysis, Data Science, Financial Crisis, Monte Carlo Methods, Probability, Probability Theories, Random Variables, Securities (Finance), Statistical Hypothesis Testing, Statistical Inference",149,8 weeks
https://www.edx.org/learn/nosql/university-of-maryland-baltimore-county-nosql-databases,"UMBC, USMx: NoSQL Databases",,,"UMBC, USMx",Computer Science,Intermediate,"Database Development, JSON, NoSQL, Relational Databases",249,6 weeks
https://www.edx.org/learn/nosql/ibm-guided-project-get-started-with-cloudant-nosql-database-v2,IBM: Guided Project: Get Started with Cloudant NoSQL Database V2,,,IBM,Computer Science,Intermediate,,,1 weeks
https://www.edx.org/learn/nosql/ibm-guided-project-get-started-with-cloudant-nosql-database,IBM: Guided Project: Get Started with Cloudant NoSQL Database V2,,,IBM,Computer Science,Intermediate,,,1 weeks
https://www.edx.org/learn/big-data/tsinghua-university-advanced-big-data-systems-gao-ji-da-shu-ju-xi-tong,TsinghuaX: Advanced Big Data Systems | 高级大数据系统,,,TsinghuaX,Computer Science,Introductory,"Apache Spark, Artificial Intelligence, Big Data, Design Elements And Principles",149,16 weeks
https://www.edx.org/learn/decision-making/babson-college-analytics-for-decision-making,BabsonX: Analytics for Decision Making,4.2,26,BabsonX,Business & Management,Introductory,"Customer Engagement, Data Analysis, Data Science, Decision Making, Management, Quantitative Modeling, Quantitative Models Of The Action Potential, Statistical Methods, Statistical Thinking, Statistics",309,4 weeks
https://www.edx.org/learn/sports-business/university-of-alaska-fairbanks-sport-analytics-data-driven-decision-making,AlaskaX: Sport Analytics: Data Driven Decision Making,3.7,7,AlaskaX,Business & Management,Introductory,"Analytical Techniques, Business Analytics, Business Strategies, Computer Science, Critical Thinking, Data Analysis, Data Collection, Data Science, Data-Driven Decision-Making, Decision Making, Front Office, Key Performance Indicators (KPIs), Machine Learning, Python (Programming Language), Sport Business, Sports Analytics, Statistical Analysis, Strategic Decision-Making, Team Performance Management",229,4 weeks
https://www.edx.org/learn/computer-programming/raspberry-pi-foundation-how-computers-work-demystifying-computation,RaspberryPiFoundation: Teach teens computing: How computers work,,,RaspberryPiFoundation,Education & Teacher Training,Intermediate,"Basic Math, Computer Architecture, Data Processing, Smartphone Operation, Supercomputing, Systems Architecture",59,4 weeks
https://www.edx.org/certificates/professional-certificate/alaskax-unmanned-aerial-systems,Gain a thorough understanding of Unmanned Aerial Systems,,,University of Alaska Fairbanks,,,,$448.20,2 months
https://www.edx.org/certificates/professional-certificate/alaskax-synthetic-aperture-radar-sar-applications,Explore techniques to apply SAR to the monitoring of hazards and the Earth’s ecosystems.,,,University of Alaska Fairbanks,,,,$618.30,3 months
https://www.edx.org/learn/big-data/tecnologico-de-monterrey-introduccion-a-la-ciencia-de-datos-y-el-big-data,TecdeMonterreyX: Introducción a la Ciencia de Datos y el Big Data,4.4,31,TecdeMonterreyX,Data Analysis & Statistics,Intermediate,"Big Data, Business Intelligence, Data Analysis, Data Science, Data-Driven Decision-Making, Innovation, Oil And Gas, Risk Mitigation",59,4 weeks
https://www.edx.org/learn/big-data/the-hong-kong-university-of-science-and-technology-big-data-computing-with-spark,HKUSTx: Big Data Computing with Spark,4.9,7,HKUSTx,Computer Science,Intermediate,"Apache Hadoop, Apache Spark, Big Data, Cloud Computing, Nodes (Networking)",379,8 weeks
https://www.edx.org/learn/big-data/university-of-pennsylvania-big-data-and-education,PennX: Big Data and Education,,,PennX,Data Analysis & Statistics,Advanced,"Artificial Intelligence, Basic Research, Big Data, Data Mining, Data Mining Methods, Educational Data Mining, Educational Effectiveness, Learning Analytics, Python (Programming Language), RapidMiner, Research, Trustworthiness",169,8 weeks
https://www.edx.org/learn/big-data/the-hong-kong-university-of-science-and-technology-big-data-technology-capstone-project,HKUSTx: Big Data Technology Capstone Project,,,HKUSTx,Computer Science,Intermediate,"Apache Spark, Big Data, Data Analysis, Data Integration, Data Mining",189,4 weeks
https://www.edx.org/learn/data-analysis/tecnologico-de-monterrey-herramientas-para-el-analisis-de-big-data,TecdeMonterreyX: Herramientas para el Análisis de Big Data,4.3,14,TecdeMonterreyX,Data Analysis & Statistics,Intermediate,"Automation, Big Data, Business Intelligence, Cloud Computing, Communications, Data Analysis, Data Collection, Data Science, Information Technology, Python (Programming Language), R (Programming Language)",59,4 weeks
https://www.edx.org/learn/big-data/university-of-adelaide-big-data-capstone-project,AdelaideX: Big Data Capstone Project,,,AdelaideX,Computer Science,Advanced,"Addressing Ethical Concerns, Big Data, Data Science, Data Selection, Presentations, Project Design",249,6 weeks
https://www.edx.org/learn/data-science/university-of-adelaide-computational-thinking-and-big-data,AdelaideX: Computational Thinking and Big Data,,,AdelaideX,Computer Science,Introductory,"Algorithms, Big Data, Computational Thinking, Data Processing, Data Science, Dimensionality Reduction, Java (Programming Language), Pattern Recognition, R (Programming Language), Statistical Modeling",249,10 weeks
https://www.edx.org/learn/big-data/universidad-del-rosario-internet-de-las-cosas-iot-y-big-data,URosarioX: Internet de las cosas (IoT) y Big Data,,,URosarioX,Data Analysis & Statistics,Intermediate,"Active Learning, Big Data, Biomedical Instrumentation, Communications, Database Management, Digital Transformation, Electronic Control Unit, Internet Of Things (IoT), Management, Modulo, Network Protocols, Node-RED, Node.js, Programming Tools, Scalability, Storage Systems, Technology Ecosystems",39,4 weeks
https://www.edx.org/learn/big-data/delft-university-of-technology-big-data-strategies-to-transform-your-business,DelftX: Big Data Strategies to Transform Your Business,,,DelftX,Business & Management,Intermediate,"Big Data, Business Modeling, Business Strategies, Management, Organizational Structure, Organizational Theories",169,6 weeks
https://www.edx.org/learn/sql/edx-try-it-learn-sql,edX: Try It: Learn SQL,,,edX,Computer Science,Introductory,,,1 weeks
https://www.edx.org/learn/data-management/indiana-university-enterprise-data-management,IUx: Enterprise Data Management,3.9,10,IUx,Business & Management,Advanced,"Big Data, Business Intelligence, Data Analysis, Data Governance, Data Lakes, Data Management, Data Warehousing, Decision Making, Operations, Relational Databases, SQL (Programming Language), Transaction Data",499,12 weeks
https://www.edx.org/learn/statistics/the-georgia-institute-of-technology-probability-and-statistics-iii-a-gentle-introduction-to-statistics,GTx: Probability and Statistics III: A Gentle Introduction to Statistics,,,GTx,Data Analysis & Statistics,Intermediate,"Basic Math, Maximum Likelihood, Normal Distribution, Probability, Probability And Statistics, Probability Distribution, Random Variables, Sampling (Statistics), Statistics",249,4 weeks
https://www.edx.org/learn/statistics/the-georgia-institute-of-technology-probability-and-statistics-iv-confidence-intervals-and-hypothesis-tests,GTx: Probability and Statistics IV: Confidence Intervals and Hypothesis Tests,,,GTx,Data Analysis & Statistics,Intermediate,"Confidence Intervals, Probability And Statistics, Probability Distribution, Statistical Hypothesis Testing, Statistics",199,4 weeks
https://www.edx.org/learn/data-analysis-statistics/universidad-galileo-potencia-tu-estrategia-empresarial-con-business-intelligence,GalileoX: Potencia tu Estrategia Empresarial con Business Intelligence,,,GalileoX,Data Analysis & Statistics,Intermediate,,29,4 weeks
https://www.edx.org/learn/data-analysis/universita-degli-studi-di-napoli-federico-ii-business-intelligence-con-la-product-suite-di-tableau,FedericaX: Business Intelligence con la Product Suite di Tableau,,,FedericaX,Data Analysis & Statistics,Advanced,"Business Intelligence, Communications, Creativity, Dashboard, Data Visualization, Modulo, Tableau (Business Intelligence Software), Visual Programming Language (VPL)",69,6 weeks
https://www.edx.org/learn/data-visualization/universita-degli-studi-di-napoli-federico-ii-introduzione-alla-data-visualization-con-tableau,FedericaX: Introduzione alla Data Visualization con Tableau,,,FedericaX,Data Analysis & Statistics,Introductory,"Artificial Intelligence, Business Intelligence, Data Visualization, Graphical User Interface, Information Organization, Presentations, Public Administration, Sorting, Tableau (Business Intelligence Software)",69,4 weeks
https://www.edx.org/certificates/professional-certificate/galileox-inteligencia-de-negocios,Aprende a transformar big data en decisiones empresariales,,,Universidad Galileo,,,,$70.20,3 months
https://www.edx.org/learn/strategic-management/universidades-anahuac-fundamentos-de-administracion-estrategica,AnahuacX: Fundamentos de administración estratégica,,,AnahuacX,Business & Management,Intermediate,"Innovation, Management, Strategic Management",39,5 weeks
https://www.edx.org/learn/information-systems/universitat-politecnica-de-valencia-fundamentos-tic-para-profesionales-de-negocios-aplicaciones-empresariales,UPValenciaX: Fundamentos TIC para profesionales de negocios: Aplicaciones empresariales,,,UPValenciaX,Computer Science,Introductory,"Business Intelligence, Customer Relationship Management, Enterprise Resource Planning, Hosting, Information And Communications Technology, Information Systems, Information Technology, JavaScript (Programming Language), Management, Operating Systems, Resource Management, Supply Chain, Supply Chain Management, Telecommunications, Web Browsers",69,4 weeks
https://www.edx.org/learn/business-intelligence/universidad-galileo-herramientas-de-la-inteligencia-de-negocios,GalileoX: Herramientas de la Inteligencia de Negocios,,,GalileoX,Data Analysis & Statistics,Introductory,"Business Analysis, Business Intelligence, Business Intelligence Tools, Dashboard, Debugging, Decision Making, Integration",39,5 weeks
https://www.edx.org/learn/chatgpt/edx-introduction-to-chatgpt,edX: Introduction to ChatGPT,4.1,251,edX,Computer Science,Introductory,"Application Programming Interface (API), Artificial Intelligence, Blog Posts, Chatbot, Communications, Content Creation, Ideation, Language Model, Language Translation, Social Media, User Interface, Writing",20,1 weeks
https://www.edx.org/learn/computer-programming/edx-how-to-use-chatgpt-in-education,edX: How to Use ChatGPT in Education,4.3,99,edX,Computer Science,Intermediate,,20,1 weeks
https://www.edx.org/learn/computer-programming/edx-how-to-use-chatgpt-in-tech-coding-data,edX: How to Use ChatGPT in Tech/Coding/Data,3.9,24,edX,Computer Science,Intermediate,,20,1 weeks
https://www.edx.org/learn/deep-learning/ibm-deep-learning-fundamentals-with-keras,IBM: Deep Learning Fundamentals with Keras,4.4,27,IBM,Data Analysis & Statistics,Intermediate,"Artificial Intelligence, Artificial Neural Networks, Data Science, Deep Learning, Keras (Neural Network Library)",99,5 weeks
https://www.edx.org/learn/deep-learning/ibm-deep-learning-with-python-and-pytorch,IBM: Deep Learning with Python and PyTorch.,3.8,14,IBM,Data Analysis & Statistics,Intermediate,"Artificial Neural Networks, Autoencoders, Convolutional Neural Networks, Deep Learning, Dimensionality Reduction, Feed Forward, Machine Learning, Principal Component Analysis, PyTorch (Machine Learning Library), Python (Programming Language), Transfer Learning",99,6 weeks
https://www.edx.org/learn/deep-learning/ibm-using-gpus-to-scale-and-speed-up-deep-learning,IBM: Using GPUs to Scale and Speed-up Deep Learning,,,IBM,Data Analysis & Statistics,Intermediate,"Artificial Intelligence, Artificial Neural Networks, Convolutional Neural Networks, Deep Learning, Electric Power Systems, Machine Learning, Public Cloud, Scalability, TensorFlow, Torch (Machine Learning)",99,5 weeks
https://www.edx.org/learn/computer-programming/universite-catholique-de-louvain-paradigms-of-computer-programming-fundamentals,LouvainX: Paradigms of Computer Programming – Fundamentals,,,LouvainX,Computer Science,Advanced,"Abstract Data Types, Computer Programming, Concurrent Computing, Data Abstraction, Data Structures, Deterministic Methods, Functional Programming, Object-Oriented Programming (OOP), Programming Concepts",50,6 weeks
https://www.edx.org/learn/computer-programming/universite-catholique-de-louvain-paradigms-of-computer-programming-abstraction-and-concurrency,LouvainX: Paradigms of Computer Programming – Abstraction and Concurrency,,,LouvainX,Computer Science,Advanced,"Abstract Data Types, Computer Programming, Concurrent Computing, Data Abstraction, Data Structures, Deterministic Methods, Functional Programming, Object-Oriented Programming (OOP), Programming Concepts",50,6 weeks
https://www.edx.org/learn/computer-programming/iitbombay-programming-basics,IITBombayX: Programming Basics,,,IITBombayX,Computer Science,Introductory,"Algorithms, C (Programming Language), C++ (Programming Language), Computer Programming, Computer Science, Data Structures, Object-Oriented Programming (OOP)",149,9 weeks
https://www.edx.org/learn/architecture/tsinghua-university-grasshoppercan-shu-hua-she-ji-yu-jian-mo,TsinghuaX: Grasshopper参数化设计与建模,,,TsinghuaX,Architecture,Intermediate,"ANSYS Meshing, Algorithms, Computer Programming, Dimensional Modeling, Geometric Modeling, Graphical User Interface, Grasshopper (Design Software), Industrial Design, Landscape Architecture, Operations, Parametric Design, Parametric Modeling, Planning, Rhinoceros 3D, Simulations, Structural Engineering, Teaching, Urban Planning, Visual Programming Language (VPL)",149,8 weeks
https://www.edx.org/certificates/professional-certificate/ibm-python-data-science,Launch your career in data science,,,IBM,,,,$516.60,6 months
https://www.edx.org/learn/linear-algebra/the-university-of-texas-at-austin-linear-algebra-foundations-to-frontiers,UTAustinX: Linear Algebra - Foundations to Frontiers,4.8,15,UTAustinX,Computer Science,Intermediate,"Abstractions, Algebra, Eigenvalues And Eigenvectors, Linear Algebra, Operations, Systems Of Equations",99,15 weeks
https://www.edx.org/learn/probability/massachusetts-institute-of-technology-computational-probability-and-inference,MITx: Computational Probability and Inference,,,MITx,Computer Science,Intermediate,"Algorithms, Computer Programming, Data Analysis, Data Structures, Email Filtering, Forecasting, Go (Programming Language), Machine Learning, Mobile Robot Navigation, Probability, Probability Distribution, Python (Programming Language)",49,12 weeks
https://www.edx.org/learn/scratch-programming/harvey-mudd-college-programming-in-scratch,HarveyMuddX: Programming in Scratch,,,HarveyMuddX,Computer Science,Introductory,"Animations, Computer Programming, Computer Science, Drag And Drop",49,6 weeks
https://www.edx.org/learn/computer-programming/harvey-mudd-college-mycs-computer-science-for-beginners,HarveyMuddX: MyCS: Computer Science for Beginners,,,HarveyMuddX,Computer Science,Introductory,"Computer Programming, Computer Science, Creative Thinking",50,6 weeks
https://www.edx.org/learn/artificial-intelligence/delft-university-of-technology-ai-skills-for-engineers-data-engineering-and-data-pipelines,DelftX: AI Skills for Engineers: Data Engineering and Data Pipelines,,,DelftX,Data Analysis & Statistics,Introductory,"Algorithms, Applications Of Artificial Intelligence, Artificial Intelligence, Data Engineering, Data Management, Jupyter, Machine Learning, Management, Medical Practices And Procedures, Pandas (Python Package), Python (Programming Language), Relational Databases, SQL (Programming Language)",169,6 weeks
https://www.edx.org/learn/data-analysis-statistics/ibm-generative-ai-elevate-your-data-engineering-career,IBM: Mastering Generative AI for Data Engineering,,,IBM,Data Analysis & Statistics,Intermediate,,49,4 weeks
https://www.edx.org/learn/data-analysis/ie-university-predictive-analytics-for-business-planning-time-series-forecasting-2,IEUniversity: Predictive Analytics for Business Planning: Time-Series Forecasting,4.1,7,,,,,199,5 weeks
https://www.edx.org/learn/computer-programming/ibm-ibm-z-app-modernization,IBM: IBM Z App Modernization,,,IBM,Computer Science,Introductory,"DevOps, Digital Content, Hybrid Cloud Computing, Integration",99,10 weeks
https://www.edx.org/learn/computer-programming/ibm-architecting-applications-for-ibm-z-and-cloud,IBM: Architecting Applications for IBM Z and Cloud,,,IBM,Computer Science,Introductory,"DevOps, Digital Content, Integration",99,1 weeks
https://www.edx.org/masters/micromasters/mgh-institute-healthcare-data-analytics-toolkit,Leverage Data to Drive Healthcare Improvement,,,MGH Institute of Health Professions,,,,"$1,112.40",5 months
https://www.edx.org/learn/business-management/wobi-ai-innovation,WOBI: AI & Innovation with Hila Lifshitz-Assaf,,,WOBI,Business & Management,Intermediate,,309,2 weeks
https://www.edx.org/learn/banking/state-bank-of-india-digital-banking-business-model,State-Bank-of-India: Digital Banking Business Model,,,State-Bank-of-India,Business & Management,Introductory,"Business Modeling, Business Process, Comprehensive Planning, Data Analysis, Digital Transformation, Financial Institution, Financial Services, Salesforce Journey Builder",99,4 weeks
https://www.edx.org/learn/engineering/purdue-university-groundwater-cycle,PurdueX: Groundwater Cycle,,,PurdueX,Engineering,Advanced,"Experimentation, Finite Difference, Groundwater, Hydraulics, Hydrology, Soil Science",750,5 weeks
https://www.edx.org/learn/human-brain/ecole-polytechnique-federale-de-lausanne-the-multi-scale-brain,EPFLx: The Multi-scale brain,,,EPFLx,Biology & Life Sciences,Advanced,"Cell Biology, Data Modeling, Gene Expression",179,7 weeks
https://www.edx.org/learn/data-analysis/the-university-of-maryland-college-park-effecting-digital-transformation-with-data-analytics-projects,"UMD, USMx: Effecting Digital Transformation with Data Analytics Projects",3.5,5,"UMD, USMx",Data Analysis & Statistics,Introductory,"Agile Methodology, Customer Experience, Customer Service, Data Analysis, Data Transformation, Digital Media Strategy, Digital Transformation, Disciplined Agile Delivery, Graph Database, Lean Startup Methodology, Organizational Change, Organizational Leadership, Python (Programming Language), R (Programming Language), Solution Delivery",249,4 weeks
https://www.edx.org/learn/excel/university-of-british-columbia-excel-for-everyone-data-management,UBCx: Excel for Everyone: Data Management,4.7,25,UBCx,Data Analysis & Statistics,Intermediate,"Data Management, Data Wrangling, Forecasting, Management",189,6 weeks
https://www.edx.org/learn/transportation/inter-american-development-bank-road-safety-in-the-caribbean-region-institutions-and-data-management,IDBx: Road safety in the Caribbean region: institutions and data management,,,IDBx,Engineering,Introductory,Data Management,10,2 weeks
https://www.edx.org/learn/energy-earth-sciences/university-of-alaska-fairbanks-applied-remote-sensing-and-gis-2,AlaskaX: Applied Remote Sensing and GIS,,,AlaskaX,Energy & Earth Sciences,Intermediate,,189,3 weeks
